Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2020-05-11,268.8781433105469,270.2570055839343,266.4697350281808,266.892578270506,79514200
2020-05-12,263.5189208984375,270.4775563533977,263.38101225836226,270.0639145922281,95870800
2020-05-13,258.8583679199219,263.9969236633219,256.43155730782263,262.95817645676516,144721100
2020-05-14,261.956298828125,262.08497807386146,250.94377356421734,256.42247409481166,121977900
2020-05-15,263.16046142578125,263.2064122806066,258.6194060692483,259.5662237134552,111146300
2020-05-18,271.1761779785156,272.78485022076103,269.06193425277155,269.3836462588065,119703800
2020-05-19,268.39093017578125,272.28850498888653,268.3725554456711,270.5787293388812,95189300
2020-05-20,272.95037841796875,273.81446769296434,271.7002234133943,271.9300337939139,85861700
2020-05-21,271.0659484863281,273.6306402253111,269.97204881480235,272.82170318555836,78293900
2020-05-22,271.5807189941406,271.755377128521,269.5400016819818,270.7809833540963,63958200
2020-05-26,274.92669677734375,277.7855520274972,271.59904750423533,277.54654029417327,88951400
2020-05-27,279.017333984375,279.0541114942936,272.8951830483843,277.72120027669484,104817400
2020-05-28,278.5025634765625,282.06002314727544,277.8315071665672,280.04688227031033,90405200
2020-05-29,279.74359130859375,280.3318913047763,275.2852642429645,278.03378746198035,119090800
2020-06-01,280.87420654296875,281.48090925059915,278.58530436878937,279.100077323199,55758300
2020-06-02,283.1998596191406,283.24583851794176,280.4605383804992,281.7934214913829,74267200
2020-06-03,286.96881103515625,287.92483007098406,284.9097190069347,285.18548024177693,92567600
2020-06-04,286.21490478515625,287.7224737038752,284.1190361307757,285.98509450264515,75794400
2020-06-05,293.55047607421875,295.3246048250561,291.5465370275834,291.61089064313035,150524700
2020-06-08,297.0988464355469,297.2918792842742,293.817147742069,294.35949682860377,73641200
2020-06-09,294.8834533691406,297.17235545339963,293.5689168610725,294.43300601196165,77479200
2020-06-10,293.238037109375,296.3542792450485,292.52102986489626,295.46261387215606,95000800
2020-06-11,276.33319091796875,286.941246338049,275.78166842632197,286.3069674196292,209243600
2020-06-12,279.64239501953125,284.11909577413104,274.4854646628665,283.34693642916073,194678900
2020-06-15,282.2530517578125,283.38372874328377,272.7756754665918,273.95230329940716,135782700
2020-06-16,287.6858825683594,290.14947171309495,282.8231140384655,290.0023896706457,137627500
2020-06-17,286.4908142089844,289.000353646456,285.75540416445665,288.7061896286449,83398900
2020-06-18,286.60107421875,287.07906963373426,284.51440640064004,284.9740270872474,80828700
2020-06-19,284.96319580078125,290.26285198086515,283.01504638164135,290.0689696801593,135549600
2020-06-22,286.79132080078125,287.18832733403883,283.21820564851276,284.36307218217655,74649400
2020-06-23,288.1116027832031,290.37366646344435,287.70535438204575,289.44113788217754,68471200
2020-06-24,280.7622375488281,286.6897503140339,278.92490610868884,286.0711358531049,132813500
2020-06-25,283.77215576171875,284.03991677797876,278.1677990684482,280.1897990735888,89468000
2020-06-26,277.0321044921875,282.8857657278593,276.45045766240185,282.6733996882287,127961000
2020-06-29,281.10382080078125,281.24230815078425,275.99804720322345,278.28780803699664,79773300
2020-06-30,284.7045593261719,286.40343096944713,280.51285967308047,280.6698025704342,113394800
2020-07-01,286.6989440917969,287.9638703985175,285.3601954313995,285.8218387301167,72396500
2020-07-02,288.2778015136719,291.4816073233506,287.61303399713563,290.1335885242947,69344200
2020-07-06,292.7279968261719,293.30967187564966,291.35230884827496,292.1001687186121,61713800
2020-07-07,289.7088928222656,293.16197598302176,289.3303419029436,291.1861571430053,82910000
2020-07-08,291.9247131347656,292.0355030043778,288.7116942101427,290.4751465955823,54638600
